Age,Education_Level,Years_of_Experience,Industry,Job_Role,Company_Size,Job_Level,Routine_Task_Percentage,Creativity_Requirement,Human_Interaction_Level,AI_Adoption_Level,Number_of_AI_Tools_Used,AI_Usage_Hours_Per_Week,Tasks_Automated_Percentage,AI_Training_Hours,Layoff_Risk
55.0,Master's,6.0,Manufacturing,Quality Engineer,Large,Mid,83,15,81,High,10,18.0,46,61.0,High
42.0,Bachelor's,8.0,IT,ML Engineer,Medium,Entry,25,68,88,Low,0,0.0,21,5.0,Low
43.0,High School,10.0,IT,ML Engineer,Large,Mid,61,47,29,Medium,3,8.0,31,5.0,Medium
24.0,Bachelor's,3.0,Retail,Sales Associate,Medium,Mid,18,87,61,Low,0,0.0,8,0.0,Low
26.0,Bachelor's,5.0,Finance,Auditor,Large,Senior,47,44,68,Medium,4,12.0,38,12.0,Low
54.0,Master's,8.0,Telecom,Network Engineer,Small,Entry,32,66,79,Low,2,4.0,29,0.0,Low
49.0,Master's,8.0,Finance,Auditor,Medium,Entry,47,71,52,Medium,5,13.0,45,21.0,Medium
56.0,Bachelor's,9.0,Education,Teacher,Small,Mid,19,84,68,Low,2,2.0,17,4.0,Low
59.0,High School,13.0,Education,Teacher,Medium,Mid,93,2,65,Medium,2,9.0,59,21.0,High
30.0,Bachelor's,7.0,IT,ML Engineer,Small,Senior,29,92,80,Low,0,4.0,19,2.0,Low
29.0,Bachelor's,8.0,Retail,Inventory Analyst,Medium,Mid,67,45,21,Medium,3,9.0,61,12.0,High
55.0,Bachelor's,10.0,Manufacturing,Operator,Medium,Entry,73,43,48,Medium,4,7.0,67,6.0,High
34.0,High School,10.0,Logistics,Warehouse Manager,Small,Mid,63,19,43,Medium,5,7.0,31,17.0,High
30.0,Bachelor's,9.0,Logistics,Warehouse Manager,Small,Mid,26,68,42,Low,1,1.0,18,9.0,Low
60.0,Bachelor's,4.0,IT,Data Analyst,Medium,Mid,35,59,26,Low,1,5.0,16,7.0,Low
48.0,Bachelor's,12.0,Logistics,Supply Chain Analyst,Small,Mid,78,26,73,Medium,3,14.0,65,24.0,High
51.0,Bachelor's,10.0,Education,Research Assistant,Large,Mid,92,3,71,High,10,16.0,88,71.0,High
25.0,Bachelor's,4.0,Manufacturing,Quality Engineer,Medium,Entry,16,90,47,Low,1,3.0,15,9.0,Medium
40.0,Bachelor's,16.0,Retail,Store Manager,Medium,Entry,12,87,79,Low,2,3.0,11,8.0,Low
50.0,Bachelor's,6.0,Finance,Accountant,Medium,Entry,31,75,71,Low,1,2.0,30,9.0,Medium
34.0,Master's,9.0,Telecom,Support Specialist,Small,Mid,46,54,91,Low,0,5.0,31,6.0,Low
26.0,Master's,5.0,IT,ML Engineer,Small,Senior,94,1,63,High,10,21.0,66,36.0,Medium
35.0,Bachelor's,5.0,Telecom,Support Specialist,Large,Senior,64,17,89,Medium,5,11.0,44,25.0,Medium
27.0,Bachelor's,6.0,IT,ML Engineer,Large,Senior,72,33,75,Medium,2,8.0,67,29.0,Medium
60.0,Bachelor's,8.0,Healthcare,Medical Assistant,Small,Entry,10,100,38,Low,1,2.0,9,1.0,Low
51.0,High School,18.0,Manufacturing,Quality Engineer,Medium,Entry,70,24,56,Low,2,4.0,38,3.0,High
38.0,High School,10.0,Telecom,Operations Analyst,Large,Entry,57,50,49,Medium,5,8.0,53,7.0,High
50.0,Bachelor's,7.0,Manufacturing,Production Supervisor,Medium,Entry,74,18,73,Medium,2,10.0,52,15.0,High
32.0,High School,11.0,Education,Teacher,Small,Entry,56,31,79,Low,1,4.0,45,6.0,Medium
55.0,Master's,9.0,Telecom,Network Engineer,Medium,Senior,33,58,67,Low,0,1.0,23,2.0,Low
23.0,Bachelor's,2.0,Retail,Store Manager,Large,Mid,56,55,88,Low,1,2.0,50,6.0,High
52.0,Bachelor's,14.0,Education,Teacher,Medium,Senior,26,69,80,Low,2,5.0,21,7.0,Low
25.0,High School,4.0,Manufacturing,Operator,Small,Entry,84,13,35,Medium,3,5.0,57,13.0,High
55.0,Bachelor's,4.0,Retail,Inventory Analyst,Medium,Entry,70,21,45,Medium,2,5.0,38,27.0,High
52.0,High School,14.0,Manufacturing,Production Supervisor,Small,Mid,91,20,35,Medium,5,13.0,73,13.0,High
49.0,Bachelor's,6.0,Education,Teacher,Medium,Mid,24,75,93,Low,0,2.0,12,1.0,Low
45.0,Bachelor's,4.0,Healthcare,Health Analyst,Large,Entry,13,83,94,Low,2,5.0,11,1.0,Low
58.0,Bachelor's,8.0,Retail,Store Manager,Medium,Senior,81,6,88,Medium,5,9.0,78,24.0,High
33.0,High School,12.0,Manufacturing,Operator,Medium,Entry,59,44,72,Low,0,4.0,56,5.0,High
48.0,High School,11.0,Education,Teacher,Medium,Mid,67,32,93,Medium,4,13.0,58,18.0,Medium
25.0,Bachelor's,4.0,Retail,Sales Associate,Medium,Mid,18,79,26,Low,0,2.0,12,7.0,Low
46.0,Master's,5.0,Logistics,Dispatcher,Small,Entry,44,46,69,Low,0,2.0,31,2.0,Medium
45.0,Master's,12.0,Telecom,Support Specialist,Medium,Mid,75,13,81,Medium,3,11.0,65,8.0,High
43.0,High School,11.0,Education,Teacher,Large,Mid,38,66,80,Low,2,1.0,35,5.0,Low
57.0,High School,5.0,Retail,Sales Associate,Large,Senior,73,19,22,Medium,5,9.0,65,26.0,High
48.0,Master's,6.0,Education,Research Assistant,Small,Entry,78,21,79,Medium,5,10.0,73,27.0,High
51.0,Bachelor's,7.0,Telecom,Support Specialist,Large,Mid,93,0,89,Medium,3,14.0,90,9.0,High
43.0,Master's,7.0,Manufacturing,Operator,Medium,Entry,85,26,71,Medium,4,10.0,44,26.0,High
55.0,Master's,8.0,Retail,Store Manager,Medium,Mid,90,8,86,High,8,26.0,59,38.0,High
31.0,Master's,10.0,IT,ML Engineer,Medium,Entry,63,34,59,Low,1,5.0,53,4.0,Medium
30.0,Bachelor's,4.0,Manufacturing,Quality Engineer,Small,Entry,66,41,44,Medium,4,7.0,57,16.0,High
36.0,Master's,15.0,Retail,Store Manager,Small,Entry,43,48,96,Medium,3,10.0,37,6.0,Medium
31.0,High School,8.0,Education,Teacher,Medium,Entry,23,73,81,Low,0,4.0,14,2.0,Low
60.0,Bachelor's,3.0,Logistics,Supply Chain Analyst,Medium,Senior,30,66,88,Low,0,2.0,17,9.0,Low
31.0,Master's,10.0,Manufacturing,Operator,Medium,Entry,61,46,59,Medium,3,9.0,46,24.0,High
54.0,Bachelor's,12.0,Education,Teacher,Small,Entry,34,82,86,Low,1,3.0,17,1.0,Low
56.0,High School,9.0,Retail,Inventory Analyst,Medium,Entry,87,12,58,Medium,3,5.0,43,15.0,High
45.0,Bachelor's,23.0,Healthcare,Medical Assistant,Medium,Mid,76,33,38,Medium,3,14.0,75,18.0,High
22.0,Bachelor's,1.0,IT,Software Engineer,Medium,Senior,78,27,63,Medium,5,6.0,42,20.0,Medium
32.0,High School,6.0,Manufacturing,Operator,Medium,Entry,39,64,84,Low,2,3.0,33,9.0,Medium
43.0,Master's,6.0,Finance,Financial Analyst,Large,Mid,56,22,86,Low,2,2.0,33,0.0,Medium
36.0,Master's,11.0,Manufacturing,Quality Engineer,Large,Senior,81,36,46,Medium,4,13.0,60,21.0,Medium
36.0,High School,11.0,Finance,Financial Analyst,Large,Mid,16,98,65,Low,2,1.0,10,2.0,Low
41.0,Master's,9.0,Manufacturing,Quality Engineer,Medium,Mid,28,50,30,Low,0,3.0,18,2.0,Medium
27.0,Master's,6.0,Telecom,Network Engineer,Medium,Entry,66,16,34,Medium,2,7.0,45,16.0,High
56.0,High School,9.0,Telecom,Network Engineer,Large,Mid,34,54,49,Low,1,1.0,17,7.0,Medium
51.0,Bachelor's,14.0,Retail,Store Manager,Large,Mid,51,53,99,Low,0,3.0,23,8.0,Medium
28.0,Master's,7.0,Manufacturing,Quality Engineer,Large,Mid,91,17,65,High,8,20.0,83,30.0,High
29.0,Bachelor's,8.0,Healthcare,Medical Assistant,Large,Entry,61,46,28,Medium,3,5.0,28,16.0,Medium
60.0,Master's,9.0,Telecom,Support Specialist,Medium,Mid,72,26,32,Medium,2,5.0,60,15.0,High
31.0,Master's,2.0,Finance,Auditor,Medium,Entry,68,38,89,Medium,2,11.0,34,13.0,High
30.0,Bachelor's,9.0,Manufacturing,Operator,Medium,Entry,74,19,22,Medium,4,14.0,70,28.0,High
59.0,High School,15.0,Logistics,Dispatcher,Small,Entry,70,27,62,Medium,2,13.0,31,5.0,High
47.0,Master's,11.0,Telecom,Network Engineer,Large,Entry,81,18,28,Medium,3,7.0,75,18.0,High
46.0,Bachelor's,10.0,Education,Research Assistant,Large,Mid,37,69,81,Low,0,4.0,36,5.0,Low
41.0,High School,8.0,Finance,Accountant,Medium,Mid,64,39,57,Medium,3,6.0,42,13.0,High
60.0,Bachelor's,6.0,Logistics,Dispatcher,Medium,Mid,25,57,60,Low,2,5.0,11,6.0,Low
35.0,Bachelor's,14.0,Logistics,Dispatcher,Medium,Entry,94,25,20,High,7,26.0,77,67.0,High
52.0,Master's,18.0,Manufacturing,Production Supervisor,Large,Mid,42,64,38,Low,2,5.0,34,7.0,Medium
50.0,Master's,2.0,Education,Academic Coordinator,Small,Entry,32,70,51,Low,0,5.0,30,2.0,Low
31.0,PhD,10.0,Education,Academic Coordinator,Large,Mid,55,41,21,Medium,5,9.0,43,15.0,Low
22.0,Master's,1.0,IT,Data Analyst,Medium,Mid,92,0,35,Medium,3,14.0,45,23.0,High
33.0,Master's,8.0,Finance,Auditor,Medium,Mid,90,15,34,Medium,3,5.0,78,23.0,High
26.0,Master's,5.0,IT,ML Engineer,Small,Entry,15,77,77,Low,0,3.0,14,9.0,Low
52.0,High School,0.0,Logistics,Supply Chain Analyst,Small,Mid,44,56,59,Low,1,1.0,36,9.0,High
28.0,Master's,6.0,Retail,Store Manager,Large,Mid,50,39,91,Medium,3,7.0,43,9.0,Medium
41.0,PhD,11.0,Education,Teacher,Medium,Mid,49,41,89,Low,2,0.0,28,5.0,Low
28.0,Master's,4.0,IT,Data Analyst,Medium,Mid,77,37,48,Medium,4,10.0,45,7.0,Medium
25.0,Bachelor's,4.0,Logistics,Supply Chain Analyst,Small,Entry,66,56,82,Medium,5,7.0,51,17.0,High
28.0,Bachelor's,7.0,Retail,Inventory Analyst,Large,Entry,59,33,93,Low,2,4.0,55,8.0,High
50.0,Master's,10.0,Retail,Store Manager,Medium,Mid,44,59,91,Low,1,3.0,37,2.0,Medium
21.0,Bachelor's,0.0,Retail,Store Manager,Large,Mid,89,4,70,Medium,2,11.0,54,16.0,High
37.0,Bachelor's,12.0,Healthcare,Medical Assistant,Medium,Mid,83,40,40,Medium,4,10.0,65,8.0,High
29.0,High School,8.0,Healthcare,Nurse,Medium,Mid,66,32,68,Low,0,0.0,63,2.0,High
29.0,Master's,8.0,Logistics,Dispatcher,Small,Entry,14,77,39,Low,1,0.0,6,1.0,Low
27.0,High School,6.0,Manufacturing,Production Supervisor,Small,Mid,83,16,91,Medium,4,6.0,65,27.0,High
47.0,Bachelor's,16.0,Telecom,Operations Analyst,Medium,Mid,26,72,63,Low,1,5.0,18,5.0,Low
51.0,Bachelor's,15.0,Education,Research Assistant,Small,Mid,56,53,33,Low,0,1.0,25,0.0,Medium
21.0,Master's,0.0,Manufacturing,Operator,Medium,Senior,34,57,50,Low,1,1.0,17,7.0,Low
35.0,Bachelor's,11.0,Education,Research Assistant,Large,Senior,53,55,40,Medium,2,10.0,31,21.0,Low
30.0,Master's,7.0,Retail,Inventory Analyst,Small,Mid,69,42,62,Medium,3,6.0,50,25.0,Medium
29.0,Bachelor's,5.0,Education,Research Assistant,Medium,Mid,33,88,41,Low,1,2.0,18,1.0,Low
60.0,Master's,4.0,Finance,Accountant,Small,Mid,82,39,41,Medium,2,13.0,63,10.0,High
57.0,Master's,11.0,Logistics,Dispatcher,Small,Mid,54,48,27,Low,2,4.0,44,5.0,Medium
41.0,Bachelor's,15.0,Healthcare,Nurse,Medium,Mid,51,42,84,Low,0,1.0,46,2.0,Medium
26.0,Master's,5.0,Finance,Accountant,Small,Entry,33,55,63,Low,0,5.0,20,6.0,Medium
46.0,Bachelor's,9.0,Logistics,Supply Chain Analyst,Large,Mid,46,58,94,Low,0,5.0,42,7.0,Medium
49.0,Master's,4.0,Retail,Store Manager,Medium,Entry,64,28,87,Medium,2,11.0,35,5.0,High
34.0,Bachelor's,10.0,Logistics,Dispatcher,Large,Mid,82,0,72,Medium,4,6.0,64,20.0,High
31.0,Master's,0.0,Manufacturing,Operator,Large,Mid,64,29,25,Medium,3,10.0,56,21.0,High
28.0,Bachelor's,7.0,Logistics,Supply Chain Analyst,Medium,Entry,94,11,63,High,8,16.0,62,34.0,High
22.0,PhD,1.0,Manufacturing,Operator,Medium,Mid,61,47,58,Medium,5,6.0,46,6.0,High
55.0,High School,0.0,IT,Data Analyst,Large,Mid,79,34,84,Medium,5,7.0,55,7.0,High
22.0,Master's,1.0,Manufacturing,Operator,Large,Entry,72,40,41,Medium,3,12.0,44,19.0,High
21.0,PhD,0.0,Education,Academic Coordinator,N/A,Mid,42,25,38,Medium,4,6.0,32,27.0,Low
55.0,Bachelor's,12.0,Retail,Store Manager,Small,Senior,11,84,95,Low,1,3.0,7,4.0,Low
41.0,Bachelor's,13.0,IT,ML Engineer,Medium,Mid,22,74,24,Low,2,0.0,20,5.0,Low
44.0,Bachelor's,21.0,Telecom,Support Specialist,Medium,Senior,76,13,83,Medium,3,10.0,68,15.0,Medium
37.0,Master's,0.0,Healthcare,Medical Assistant,Large,Mid,93,5,25,High,8,24.0,58,43.0,High
29.0,Master's,8.0,Manufacturing,Production Supervisor,Large,Entry,63,13,26,Medium,4,8.0,31,20.0,High
30.0,Bachelor's,9.0,Manufacturing,Production Supervisor,Large,Mid,56,53,38,Low,1,2.0,34,2.0,High
46.0,Master's,4.0,Education,Teacher,Small,Mid,11,96,96,Low,0,2.0,5,9.0,Low
51.0,Bachelor's,8.0,Manufacturing,Production Supervisor,Small,Entry,35,53,41,Low,1,2.0,33,4.0,High
50.0,Master's,5.0,Telecom,Operations Analyst,Medium,Mid,36,57,93,Low,0,3.0,16,0.0,Low
30.0,High School,7.0,Education,Academic Coordinator,Medium,Mid,76,19,78,High,7,18.0,68,44.0,High
53.0,Master's,18.0,Finance,Accountant,Small,Mid,28,64,47,Low,1,1.0,13,0.0,Low
48.0,Bachelor's,10.0,Manufacturing,Quality Engineer,Large,Mid,47,65,84,Low,2,3.0,35,9.0,Medium
48.0,Bachelor's,2.0,Retail,Inventory Analyst,Small,Entry,13,88,35,Low,1,0.0,9,3.0,Medium
40.0,Master's,11.0,Manufacturing,Quality Engineer,Large,Entry,48,51,82,Low,2,5.0,44,7.0,Medium
33.0,High School,12.0,IT,Data Analyst,Small,Senior,27,73,64,Low,1,4.0,24,8.0,Low
41.0,PhD,7.0,IT,Data Analyst,Large,Senior,92,20,26,High,7,23.0,81,74.0,Medium
48.0,Master's,15.0,Finance,Accountant,Small,Entry,91,5,49,High,9,21.0,70,64.0,High
30.0,High School,1.0,Healthcare,Nurse,Small,Mid,11,71,80,Low,0,2.0,6,4.0,Low
54.0,High School,11.0,Logistics,Warehouse Manager,Medium,Senior,59,56,32,Medium,4,9.0,34,16.0,Medium
40.0,Master's,1.0,Retail,Sales Associate,Large,Mid,46,35,53,Medium,5,8.0,27,24.0,Medium
23.0,Bachelor's,1.0,Manufacturing,Quality Engineer,Medium,Entry,55,38,74,Medium,4,6.0,40,13.0,High
55.0,Bachelor's,4.0,IT,ML Engineer,Large,Senior,17,74,87,Low,0,0.0,9,5.0,Low
30.0,Bachelor's,9.0,Healthcare,Health Analyst,Medium,Mid,16,78,55,Low,0,3.0,13,6.0,Low
40.0,Master's,5.0,Manufacturing,Operator,Medium,Mid,92,12,70,Medium,4,6.0,72,6.0,High
38.0,Bachelor's,12.0,Finance,Accountant,Small,Entry,46,56,47,Low,2,2.0,24,6.0,Medium
40.0,Bachelor's,3.0,Education,Academic Coordinator,Medium,Mid,27,63,27,Low,1,0.0,23,2.0,Low
29.0,Bachelor's,1.0,Finance,Auditor,Small,Mid,67,34,68,Medium,2,10.0,48,22.0,High
55.0,Bachelor's,4.0,Education,Teacher,Large,Entry,80,1,68,Medium,3,6.0,43,,High
36.0,Master's,13.0,Finance,Auditor,Small,Mid,75,17,75,Medium,5,13.0,70,19.0,High
57.0,Master's,6.0,IT,Data Analyst,Small,Mid,39,69,69,Low,1,2.0,23,7.0,Low
58.0,High School,16.0,IT,ML Engineer,Medium,Entry,82,11,55,Medium,3,10.0,39,16.0,High
21.0,Master's,,Healthcare,Medical Assistant,Small,Entry,21,70,67,Low,2,5.0,11,1.0,Low
58.0,Master's,0.0,Finance,Accountant,Medium,Entry,87,0,34,Medium,2,8.0,63,19.0,High
33.0,Master's,9.0,Healthcare,Medical Assistant,Small,Mid,54,49,48,Low,1,1.0,46,4.0,Medium
33.0,Master's,11.0,Finance,Auditor,Large,Entry,93,0,65,Medium,3,13.0,92,25.0,High
53.0,Master's,6.0,Logistics,Supply Chain Analyst,Small,Entry,35,54,33,Medium,2,11.0,19,5.0,Medium
48.0,Bachelor's,1.0,Logistics,Dispatcher,Large,Mid,75,11,81,Medium,5,13.0,60,24.0,High
34.0,Master's,12.0,Logistics,Dispatcher,Medium,Mid,42,79,86,Low,1,2.0,24,5.0,Low
48.0,Bachelor's,5.0,Logistics,Supply Chain Analyst,Small,Mid,38,70,93,Low,0,5.0,26,5.0,Low
37.0,Bachelor's,13.0,Education,Teacher,Medium,Entry,19,77,73,Low,0,1.0,17,5.0,Low
56.0,Bachelor's,7.0,IT,Software Engineer,Small,Mid,89,29,48,High,7,24.0,54,26.0,High
30.0,Bachelor's,3.0,IT,ML Engineer,Small,Entry,33,51,28,Low,1,3.0,32,0.0,Medium
48.0,Master's,16.0,Retail,Sales Associate,Medium,Mid,28,89,68,Low,1,4.0,24,2.0,Low
59.0,Master's,0.0,Education,Teacher,Small,Senior,20,84,99,Low,0,3.0,17,1.0,Low
40.0,Bachelor's,2.0,Healthcare,Health Analyst,Large,Mid,51,49,68,Low,1,5.0,44,9.0,Medium
53.0,Bachelor's,9.0,IT,ML Engineer,Small,Mid,73,39,38,High,6,25.0,45,42.0,Medium
50.0,Bachelor's,6.0,Logistics,Dispatcher,Medium,Entry,35,55,71,Low,0,3.0,20,2.0,Medium
50.0,Master's,14.0,Retail,Store Manager,Medium,Entry,41,50,81,Low,0,0.0,25,8.0,Medium
38.0,Bachelor's,7.0,Telecom,Operations Analyst,Large,Mid,81,22,92,Medium,3,14.0,62,26.0,High
31.0,Master's,0.0,Telecom,Operations Analyst,Small,Entry,37,79,34,Low,2,4.0,22,7.0,Medium
24.0,Bachelor's,3.0,Healthcare,Nurse,Medium,Mid,44,64,83,Medium,2,11.0,25,9.0,Low
25.0,Bachelor's,4.0,Logistics,Warehouse Manager,Medium,Mid,47,45,46,Low,2,5.0,22,7.0,Medium
45.0,Bachelor's,15.0,Retail,Sales Associate,Small,Entry,12,89,83,Low,0,3.0,8,1.0,Low
36.0,Bachelor's,15.0,Retail,Inventory Analyst,Large,Mid,44,58,29,Medium,2,13.0,40,16.0,Medium
42.0,Master's,14.0,Healthcare,Medical Assistant,Small,Senior,39,73,31,Medium,4,14.0,29,11.0,Low
33.0,Bachelor's,9.0,Manufacturing,Quality Engineer,Small,Entry,61,38,23,Low,0,2.0,60,4.0,High
23.0,PhD,2.0,Logistics,Supply Chain Analyst,Large,Senior,70,23,23,Medium,3,8.0,50,20.0,Medium
34.0,Master's,9.0,Education,Academic Coordinator,Large,Mid,46,68,52,Low,1,5.0,27,9.0,Low
30.0,Bachelor's,9.0,Healthcare,Nurse,Small,Senior,50,46,92,Low,2,0.0,26,4.0,Low
40.0,Bachelor's,9.0,Retail,Inventory Analyst,Medium,Mid,81,0,40,Medium,3,9.0,80,21.0,High
51.0,Bachelor's,10.0,Finance,Accountant,Large,Entry,69,35,82,Low,2,5.0,65,8.0,High
34.0,Bachelor's,10.0,Telecom,Operations Analyst,Small,Senior,83,20,86,Medium,4,13.0,57,9.0,Medium
52.0,High School,17.0,Logistics,Warehouse Manager,Large,Entry,58,32,63,Medium,4,10.0,56,15.0,High
21.0,Master's,0.0,Healthcare,Nurse,Medium,Mid,27,58,95,Low,2,5.0,13,,Low
60.0,Bachelor's,5.0,Logistics,Warehouse Manager,Small,Entry,64,26,74,Medium,4,10.0,59,19.0,High
38.0,Master's,0.0,Logistics,Supply Chain Analyst,Medium,Mid,83,9,45,Medium,2,14.0,64,29.0,High
47.0,High School,9.0,Logistics,Supply Chain Analyst,Large,Entry,65,45,79,Medium,2,7.0,47,18.0,High
37.0,Bachelor's,6.0,Finance,Financial Analyst,Small,Entry,54,48,90,Medium,4,10.0,40,17.0,Medium
59.0,Bachelor's,0.0,IT,ML Engineer,Medium,Mid,89,14,68,Medium,2,9.0,59,13.0,High
46.0,PhD,7.0,Finance,Auditor,Medium,mid,74,16,67,Medium,3,14.0,73,8.0,High
41.0,Bachelor's,0.0,Healthcare,Medical Assistant,Small,Mid,29,71,73,Low,0,1.0,14,4.0,Low
44.0,Master's,6.0,Healthcare,Health Analyst,Medium,Entry,33,72,38,Low,0,0.0,24,4.0,Low
51.0,Master's,6.0,Education,Research Assistant,Medium,Mid,21,69,77,Low,1,0.0,13,2.0,Low
50.0,Bachelor's,5.0,Telecom,Operations Analyst,Small,Mid,41,54,66,Low,0,3.0,28,5.0,Medium
45.0,Bachelor's,8.0,Education,Academic Coordinator,Small,Entry,61,35,39,Medium,3,6.0,47,27.0,Medium
30.0,High School,7.0,Telecom,Support Specialist,Medium,Entry,12,80,67,Low,1,2.0,11,3.0,Low
52.0,Bachelor's,2.0,Telecom,Operations Analyst,Small,Mid,40,62,26,Low,2,5.0,33,3.0,Medium
26.0,High School,4.0,Logistics,Warehouse Manager,Small,Entry,59,47,60,Low,0,3.0,51,4.0,High
54.0,Bachelor's,4.0,Logistics,Dispatcher,Medium,Mid,55,33,34,Low,2,4.0,45,4.0,High
55.0,Bachelor's,14.0,Logistics,Supply Chain Analyst,Medium,Mid,15,80,60,Low,2,2.0,10,1.0,Low
29.0,High School,2.0,Logistics,Dispatcher,Large,Entry,46,42,50,Low,1,5.0,38,2.0,High
21.0,Master's,0.0,Telecom,Operations Analyst,Small,Senior,15,83,91,Low,2,2.0,12,7.0,Low
22.0,Bachelor's,1.0,Logistics,Supply Chain Analyst,Large,Entry,13,100,68,Low,1,5.0,12,4.0,Low
45.0,Bachelor's,1.0,Telecom,Support Specialist,Large,Entry,41,57,62,Low,0,4.0,33,6.0,Medium
36.0,Bachelor's,5.0,Retail,Inventory Analyst,Medium,Entry,38,57,28,Low,0,4.0,21,3.0,Medium
40.0,Bachelor's,6.0,Manufacturing,Quality Engineer,Large,Mid,55,58,84,Medium,5,7.0,36,18.0,Medium
57.0,Master's,13.0,Telecom,Operations Analyst,Medium,Senior,11,86,75,Low,2,4.0,10,7.0,Low
27.0,Master's,6.0,IT,ML Engineer,Large,Mid,43,57,81,Low,2,3.0,21,5.0,Low
24.0,Bachelor's,3.0,Logistics,Dispatcher,Small,Entry,64,32,76,Medium,3,11.0,38,10.0,High
24.0,Bachelor's,3.0,Telecom,Network Engineer,Medium,Senior,84,20,70,Medium,2,9.0,75,6.0,High
52.0,High School,12.0,Logistics,Supply Chain Analyst,Small,Mid,44,53,27,Low,2,4.0,31,5.0,Medium
25.0,Bachelor's,4.0,Healthcare,Nurse,Large,Entry,32,72,74,Low,0,2.0,23,8.0,Low
57.0,Master's,10.0,IT,Data Analyst,Medium,Mid,54,45,80,Low,0,3.0,51,6.0,Medium
30.0,Bachelor's,9.0,Retail,Store Manager,Large,Entry,90,31,84,High,10,23.0,82,31.0,High
54.0,Master's,6.0,Education,Research Assistant,Small,Entry,50,56,29,Low,2,1.0,31,8.0,Medium
54.0,Bachelor's,10.0,Manufacturing,Operator,Large,Mid,23,89,64,Low,1,4.0,21,0.0,Low
47.0,Bachelor's,8.0,IT,Data Analyst,Large,Mid,70,32,63,Medium,5,7.0,36,13.0,Medium
32.0,Bachelor's,2.0,Telecom,Network Engineer,Large,Senior,43,51,26,Low,0,1.0,20,4.0,Low
44.0,High School,8.0,Healthcare,Health Analyst,Small,Entry,30,90,83,Low,1,3.0,28,8.0,Low
38.0,Master's,15.0,Telecom,Support Specialist,Large,Entry,73,15,72,Medium,2,14.0,42,12.0,High
52.0,Master's,14.0,Logistics,Warehouse Manager,Large,Entry,24,86,58,Low,0,5.0,20,9.0,Low
52.0,High School,6.0,Finance,Auditor,Large,Senior,86,10,66,Medium,5,13.0,77,7.0,High
24.0,Bachelor's,3.0,Education,Teacher,Large,Senior,77,33,76,Medium,2,12.0,61,9.0,Medium
35.0,Bachelor's,5.0,Healthcare,Health Analyst,Small,Mid,46,56,28,Low,0,3.0,30,2.0,Medium
24.0,Bachelor's,3.0,Healthcare,Medical Assistant,Medium,Entry,27,63,30,Low,0,4.0,25,2.0,Medium
48.0,High School,8.0,Manufacturing,Operator,Small,Entry,33,62,30,Low,0,4.0,26,7.0,High
38.0,Bachelor's,3.0,Education,Teacher,Small,Entry,29,58,85,Low,1,3.0,13,2.0,Low
29.0,Master's,8.0,Retail,Inventory Analyst,Medium,Mid,86,25,34,Medium,4,9.0,54,20.0,High
39.0,Master's,7.0,IT,Software Engineer,Small,Entry,27,68,71,Low,2,0.0,25,1.0,Low
48.0,Master's,0.0,Manufacturing,Operator,Large,Mid,48,48,94,Medium,5,6.0,33,14.0,Medium
33.0,High School,8.0,Healthcare,Nurse,Medium,Entry,71,6,77,Medium,5,10.0,67,12.0,High
37.0,High School,6.0,IT,Software Engineer,Large,Mid,63,30,33,Medium,5,9.0,47,19.0,High
23.0,Master's,2.0,Manufacturing,Operator,Small,Entry,84,1,53,Medium,5,11.0,67,24.0,High
38.0,Master's,6.0,IT,Data Analyst,Medium,Senior,48,60,38,Low,1,3.0,37,9.0,Low
30.0,Bachelor's,9.0,Education,Research Assistant,Small,Entry,86,3,43,High,9,28.0,51,33.0,High
60.0,Bachelor's,17.0,Education,Teacher,Small,Entry,79,22,65,Medium,5,14.0,74,13.0,High
38.0,Bachelor's,10.0,Education,Research Assistant,Small,Entry,15,77,32,Low,2,3.0,6,4.0,Low
36.0,Bachelor's,9.0,IT,ML Engineer,Large,Entry,15,88,88,Low,2,4.0,12,7.0,Low
30.0,Bachelor's,8.0,Healthcare,Medical Assistant,Medium,Senior,80,22,38,High,10,15.0,69,22.0,Medium
36.0,Master's,3.0,Education,Research Assistant,Large,Mid,37,59,85,Low,1,2.0,30,0.0,Low
46.0,Bachelor's,13.0,Logistics,Supply Chain Analyst,Medium,Entry,52,45,47,Low,2,1.0,28,6.0,High
57.0,Bachelor's,0.0,Logistics,Warehouse Manager,Large,Mid,11,100,79,Low,1,0.0,9,6.0,Low
25.0,Bachelor's,4.0,Education,Teacher,Small,Mid,24,70,83,Low,1,0.0,22,2.0,Low
35.0,Master's,1.0,Manufacturing,Operator,Small,Entry,87,13,36,Medium,2,9.0,76,24.0,High
24.0,Bachelor's,3.0,Retail,Sales Associate,Medium,Entry,33,49,59,Low,1,2.0,18,5.0,Medium
26.0,Master's,5.0,IT,ML Engineer,Large,Mid,83,14,71,Medium,4,6.0,44,12.0,Medium
21.0,Master's,0.0,IT,Software Engineer,Medium,Entry,41,50,62,Low,1,2.0,27,6.0,Medium
54.0,High School,3.0,Retail,Inventory Analyst,Medium,Entry,28,72,47,Low,1,2.0,13,4.0,Medium
31.0,PhD,8.0,Logistics,Dispatcher,Medium,Entry,26,72,50,Low,0,2.0,18,3.0,Low
44.0,Bachelor's,16.0,IT,Data Analyst,Small,Mid,27,73,47,Low,2,5.0,12,1.0,Low
